J,0.8924732
C,12.42909
X,12.60463
C,13.14926
X,13.22055
C,13.35707
X,13.4601
C,13.59631
X,13.6684
B,14.44458
V,14.53328
B,14.677
V,14.76491
X,16.52435
C,19.22902
X,19.32426
C,19.4287
X,19.54115
C,19.67635
X,19.76468
C,19.90033
X,19.98077
C,20.125
X,20.19612
C,20.31621
X,20.39693
C,20.49286
X,20.62032
C,32.94868
X,33.07692
C,33.20421
X,33.30859
C,33.52466
X,33.541
X,33.69272
C,34.18013
X,34.37233
C,34.59619
X,34.73244
C,34.86037
X,34.97266
C,35.28442
X,35.39615
C,35.5881
X,35.68454
C,35.82008
X,35.92427
C,36.11713
X,36.22127
C,36.34009
X,36.41231
C,36.55629
X,36.661
C,37.69247
X,37.82841
C,38.06013
X,38.17316
C,38.26062
X,38.5562
C,38.82889
X,38.92468
C,39.02933
X,39.14897
C,39.26068
X,39.36473
C,39.56497
X,39.66095
C,39.78032
X,39.87616
C,39.9882
X,40.10051
C,40.78824
X,40.85339
C,40.99709
X,41.16411
C,41.24409
X,41.35634
