RightStart,4.739227
RightEnd,5.122742
LeftStart,5.258179
LeftEnd,5.378784
JumpStart,5.378784
JumpEnd,5.867065
JumpStart,6.387787
LeftStart,6.442841
LeftEnd,6.786224
RightStart,6.947632
JumpEnd,7.163391
RightEnd,7.363647
LeftStart,8.459686
LeftEnd,8.642059
RightStart,11.58615
RightEnd,11.75531
LeftStart,12.37061
LeftEnd,12.51563
JumpStart,16.01053
RightStart,16.18655
JumpEnd,16.54657
RightEnd,16.54657
JumpStart,16.82785
LeftStart,16.90012
LeftEnd,17.46643
JumpEnd,17.52347
LeftStart,17.79532
LeftEnd,17.97876
RightStart,18.07471
RightEnd,18.3222
JumpStart,18.45831
RightStart,18.58682
JumpEnd,18.83417
RightEnd,18.89102
