J,1.370204
B,4.748495
V,6.328226
B,7.480513
V,7.59288
B,7.720634
V,7.832647
V,8.165964
B,8.328688
V,8.4564
B,8.57601
V,8.697166
B,8.816622
V,8.928293
B,9.049137
V,9.168167
B,9.280632
V,9.408087
B,9.536917
V,9.656809
B,9.74402
V,9.904459
B,13.01638
V,13.12021
B,13.28862
V,13.39281
B,13.54472
V,13.70433
B,13.87337
V,14.0967
B,14.70416
V,14.881
B,14.93629
V,15.0882
B,15.12823
V,15.30462
B,15.39361
V,15.49648
B,15.62505
V,15.72116
B,15.87294
V,16.00851
B,16.12811
V,16.26463
B,17.34493
V,17.63308
B,17.64863
V,18.50501
B,18.88066
V,19.06441
X,25.49743
C,26.55224
X,26.7923
B,33.48006
V,33.54487
B,33.70406
V,33.78498
B,33.95212
V,34.06461
B,34.28068
V,34.34422
B,34.49638
V,34.57626
B,34.72054
V,34.79266
B,34.91255
V,35.05729
X,38.12022
C,44.22495
X,44.36876
C,44.52098
X,44.64007
C,44.79211
X,44.90496
C,45.04028
X,45.13683
C,45.25658
X,45.37939
C,45.49664
X,45.60047
C,45.72056
X,45.81671
C,45.92867
X,46.04899
C,46.15593
X,46.26476
C,46.37663
X,46.47204
C,46.57735
X,46.69646
C,47.49681
X,47.58497
C,47.69708
X,47.81666
C,47.98457
X,48.05676
C,48.19203
X,48.27291
C,48.40829
X,48.49695
C,48.60863
X,48.70405
C,48.83219
X,48.9289
C,49.04016
X,49.13784
C,49.24802
X,49.33658
C,49.44832
X,49.54463
