E,1.036377
J,1.370204
E,1.375702
W,1.788498
E,5.62883
W,6.326355
E,12.83009
Q,12.8911
B,13.03816
V,13.13843
Q,13.31407
B,13.43323
V,13.52161
B,13.62595
V,13.7623
Q,13.81076
B,13.83343
V,13.99294
B,14.15341
V,14.24941
Q,14.31334
Q,15.19383
Q,15.74529
Q,16.27559
Q,16.80322
B,17.11414
V,17.22589
Q,17.25055
B,17.34499
V,17.43372
B,17.5456
Q,17.64201
V,17.67464
W,17.8862
Q,18.17136
E,18.23946
Q,18.56924
W,18.70264
Q,19.00131
E,19.07785
Q,19.52968
W,19.54883
E,20.00883
W,20.20883
C,20.60944
X,20.72215
C,20.8337
X,20.95296
C,21.04906
X,21.18503
C,21.27353
X,21.38527
C,21.46533
X,21.59343
C,22.19338
X,22.34598
C,22.54499
X,22.63357
C,22.76928
X,22.89
C,23.21716
X,23.33746
Y,23.42867
C,23.43352
X,23.56913
C,23.67381
X,23.81004
C,23.92122
X,24.00952
C,24.12115
X,24.20095
C,24.32105
X,24.40925
C,24.52931
X,24.61029
C,24.74549
X,24.82607
W,27.05344
E,29.7743
W,30.92496
E,42.03053
C,42.31469
W,42.33476
X,42.4281
C,42.64681
X,42.73589
C,42.86253
X,42.96062
C,43.09712
X,43.17501
C,43.31099
X,43.3998
C,43.50991
X,43.61557
Q,50.84637
E,50.93444
W,51.3429
