E,0.6895514
E,1.045612
W,1.478053
Q,1.478928
C,3.665993
X,3.818886
C,3.994682
X,4.033844
C,4.186844
X,4.282837
C,4.4338
X,4.538879
C,4.665932
X,4.809792
C,4.906639
X,5.106453
C,5.218109
X,5.322433
C,5.473984
X,5.586693
C,5.706383
X,5.826393
C,5.95417
X,6.066856
C,6.203247
X,6.299072
C,6.497849
X,6.626022
C,6.754692
X,6.898216
C,7.050331
X,7.202728
C,7.297791
X,7.425774
C,8.281845
C,8.554619
X,8.594269
C,8.88269
X,9.01078
C,9.146179
X,9.274597
C,9.393814
X,9.473885
C,9.618614
X,9.690376
C,9.841972
X,9.930779
Q,19.51941
C,21.50592
X,21.63428
C,21.77799
X,21.88975
C,22.0738
X,22.17083
C,22.35384
X,22.49075
C,22.6261
X,22.7384
C,22.89041
X,22.96197
R,23.10988
C,23.14605
X,23.18587
C,23.40183
X,23.54675
C,23.69782
X,23.84182
C,23.99377
X,24.09875
W,25.04549
C,25.24981
X,25.39397
Q,25.44701
C,25.53
X,25.63423
C,25.77063
X,25.85852
C,26.05861
X,26.122
C,26.27415
X,26.36985
C,26.52998
X,26.58664
C,26.77832
X,26.85783
C,26.97865
X,27.05871
C,28.17075
X,28.23429
C,28.35486
X,28.45892
C,28.94634
X,29.09037
C,29.24978
X,29.35414
C,29.48989
T,29.53349
X,29.5864
C,29.89864
X,29.99483
C,30.10606
X,30.24214
C,30.36202
X,30.47466
C,30.61864
X,30.73859
C,30.86667
X,30.95412
C,31.09072
X,31.17001
C,31.29785
X,31.41036
W,32.24571
