J,0.5647163
W,0.6883698
Q,1.096573
U,1.466034
W,1.537611
U,3.889969
R,7.301134
C,7.546053
X,7.65048
C,7.88183
X,8.009508
C,8.186388
X,8.241999
C,8.418154
X,8.498014
C,8.754423
X,8.801538
C,8.978525
X,9.073763
C,9.209459
X,9.314489
C,9.42555
X,9.553545
C,10.08192
X,10.20945
C,10.2735
X,10.41819
C,10.48992
X,10.64988
C,10.81744
X,10.93082
C,11.01861
X,11.13815
C,11.24304
X,11.33768
C,11.5232
X,11.6346
C,11.74603
X,11.84214
C,11.96975
X,12.05837
C,12.19399
X,12.28203
C,12.4174
X,12.50649
C,12.6577
X,12.78586
C,12.9946
X,13.13836
