E,1.451393
J,1.608671
W,1.882233
C,3.445862
X,3.575378
C,4.302811
X,4.374039
C,4.518692
X,4.639465
C,4.718445
X,4.822205
T,5.187016
X,5.21431
C,5.254456
C,5.41394
X,5.437805
T,5.470461
C,5.654938
X,5.687027
X,5.974976
C,6.110245
X,6.222748
C,6.269974
X,6.478226
C,6.510544
C,6.672699
X,6.686172
C,6.910309
X,6.966843
C,7.093887
X,7.20607
C,7.422638
X,7.461868
C,7.60585
X,7.702957
C,7.838943
X,7.918701
C,8.214203
X,8.230911
C,8.37616
X,8.430313
C,8.54245
X,8.637955
C,8.726501
X,8.838043
C,8.877853
X,9.022217
W,9.3302
W,9.442736
