J,0.7524414
C,9.533234
X,9.605362
C,9.741417
X,9.877686
C,10.36622
X,10.41356
C,10.58954
X,10.67741
C,10.79759
X,10.89382
C,11.01415
X,11.10199
C,11.21305
X,11.29353
C,11.43031
X,11.49324
C,11.64525
X,11.73401
C,11.86228
X,11.97352
C,12.08578
X,12.17312
C,12.32518
X,12.39745
C,13.27782
X,13.38255
C,13.58144
X,13.67825
C,13.78922
X,13.90172
C,14.14125
X,14.21359
C,14.38115
X,14.50954
C,14.6452
X,14.77307
C,14.89434
X,14.99012
B,19.89426
V,19.96601
B,20.08552
V,20.22116
B,22.2692
V,22.37336
B,22.49422
V,22.61353
B,22.75024
V,22.86987
B,22.97309
V,23.07816
B,23.18945
V,23.28555
B,23.40521
V,23.54922
