V,0.5381622
E,0.7041957
E,1.092228
W,1.444878
Y,2.180805
Q,4.786472
B,6.11673
V,6.196587
B,6.333237
V,6.412979
Q,6.79867
B,6.820305
V,6.893456
B,7.124672
V,7.1483
B,7.348389
V,7.468628
B,8.036705
V,8.157227
B,8.2845
U,8.304268
V,8.389481
A,8.584362
Y,8.768528
C,9.308487
C,9.477219
X,9.53273
C,9.709419
X,10.05243
C,10.18159
X,10.30167
C,10.42822
X,10.50837
C,10.64494
X,10.74086
C,10.86898
X,11.02876
V,11.78083
B,12.03653
V,12.13338
B,12.3969
V,12.53271
B,12.65237
V,12.75708
B,12.86433
V,12.96463
B,13.0683
V,13.15688
B,13.30924
V,13.41312
B,13.5492
V,13.62894
B,13.76504
V,13.87741
Q,15.15
Q,16.28642
B,18.10029
V,18.20551
B,18.31634
V,18.46119
B,18.7163
V,19.05235
B,19.49237
V,19.68544
B,19.8212
V,19.95705
B,20.06829
V,20.18903
B,20.30872
V,20.41277
B,20.56509
V,20.67657
B,21.36533
V,21.53235
B,23.94823
V,24.04494
B,24.16443
V,24.31668
B,24.44453
V,24.54894
B,24.66032
V,24.79635
B,25.05241
V,25.17287
B,25.34858
V,25.42131
B,25.57269
V,25.6846
B,25.84434
V,25.93246
B,26.07697
V,26.17319
B,26.38033
V,26.4454
B,26.62104
V,26.75695
B,26.93288
V,27.0611
B,27.18932
V,27.28518
B,27.42132
V,27.5725
Q,29.00547
B,34.12216
