J,0.2666874
V,1.506828
B,7.248638
V,7.416088
B,7.582706
V,7.686844
B,8.061142
V,8.20414
B,8.363953
V,8.439098
B,8.605774
V,8.726875
B,8.854797
V,8.95734
B,9.08025
V,9.163761
B,9.302311
V,9.397812
B,9.525963
V,9.597706
B,9.75592
V,9.847046
B,9.967102
V,10.06194
B,10.18534
V,10.29324
B,10.41305
V,10.50836
B,10.63062
V,10.73233
B,10.83863
V,10.94848
B,11.06799
V,11.1451
B,11.28373
V,11.35859
B,11.50265
V,11.58521
A,11.61233
B,11.71577
V,11.80606
B,11.92661
V,12.02441
B,12.14389
V,12.24704
B,12.35564
V,12.46189
B,12.58077
V,12.65979
B,12.80542
V,12.87797
B,13.02172
V,13.08871
B,13.23754
V,13.31749
B,13.46531
V,13.56566
B,13.6946
V,13.78898
B,13.92509
V,14.0281
B,14.16051
V,14.28506
B,14.40754
V,14.50795
B,14.62955
V,14.70843
B,14.85628
V,14.92457
B,15.08617
V,15.1661
B,15.31771
V,15.38825
B,15.55095
V,15.61274
B,15.77497
V,15.83659
B,15.99617
V,16.13274
B,16.22257
V,16.32449
B,16.4774
V,16.56367
B,16.71761
V,16.82185
B,16.95851
V,17.06829
B,17.21359
V,17.33231
B,17.46153
V,17.57244
B,17.69406
V,17.77395
B,18.22795
V,18.37346
B,18.54315
V,18.67041
B,18.80462
V,18.89987
B,19.04597
V,19.20542
B,19.32842
V,19.46112
B,19.63023
V,19.78259
B,20.09186
V,20.19024
