Q,1.325151
Q,1.557367
Q,3.198074
Q,3.573761
Q,3.894043
Q,4.21376
Q,4.501846
Q,4.829895
Q,12.8382
Q,14.46979
Q,16.70222
B,21.71643
V,21.81982
B,21.90854
V,22.03702
B,22.09229
V,22.28513
B,22.28513
V,22.48438
B,22.5159
V,22.67676
B,22.77228
V,22.90781
Q,24.52626
B,25.72409
V,25.79678
B,25.88376
V,26.03607
B,26.07675
V,26.24448
B,26.28378
V,26.4444
B,26.84418
V,26.86032
B,27.03592
V,27.3649
B,27.66812
V,27.7641
B,28.12482
V,28.20523
B,28.32434
V,28.42044
B,35.0361
Q,35.06259
V,35.08417
B,35.2038
V,35.30084
B,35.35638
V,35.48447
Q,35.48561
Q,35.862
Q,36.24562
