E,1.391907
V,1.468376
E,1.912094
W,2.248581
Q,3.231392
Q,3.551737
Q,3.887938
Q,4.199858
Q,4.519747
Q,4.848005
Q,5.168512
Q,5.480253
Q,5.799322
Q,6.103727
Q,6.439802
Q,6.73583
Q,7.056032
Q,7.343843
Q,7.631945
Q,7.919512
Q,8.184462
E,8.364418
C,8.611801
X,8.668037
W,8.676498
C,8.81337
X,8.852051
Q,8.943769
E,8.948051
C,8.980278
X,9.013123
W,9.156036
X,9.284943
C,9.284943
C,9.460167
X,9.46788
X,9.628105
C,9.644806
X,9.811752
C,10.16431
X,10.23665
C,10.34082
X,10.42812
C,10.51639
X,10.64368
C,10.69215
X,10.81986
C,10.86897
X,11.00418
C,11.04412
X,11.16405
C,11.20389
X,11.33216
Q,11.8001
C,11.98784
X,12.03659
X,12.63574
C,12.68424
C,12.82835
X,12.93232
C,13.01977
X,13.11612
C,13.20427
X,13.32372
C,13.37315
X,13.52391
C,13.88483
X,13.98051
C,14.10007
X,14.18084
C,14.30054
X,14.38048
C,14.47703
X,14.57985
C,14.64411
X,14.74087
E,14.90826
C,15.63676
X,15.6926
C,15.83594
X,16.01187
C,16.09272
X,16.22868
C,16.27638
X,16.42831
C,16.47646
R,16.54919
X,16.6201
C,16.7002
X,16.82016
C,16.90816
X,17.00378
C,17.08434
X,17.18094
E,17.23698
